route_short_name,delay_p000,delay_p010,delay_p025,delay_p050,delay_p075,delay_p090,delay_p100,end_delay_p000,end_delay_p010,end_delay_p025,end_delay_p050,end_delay_p075,end_delay_p090,end_delay_p100,num_delays,num_end_delays,route_id,route_long_name,num_stop_times,num_trips
839,-1218.0,-133.89999999999986,26.0,137.0,285.0,459.0,1781.0,-1200.0,-573.6,-384.75,-149.0,54.5,286.30000000000024,1781.0,12782,332,route_186,Mayoral Dr To Long Bay Via Crown Hill,27602,394
843,-385.0,-39.0,39.0,115.0,234.0,396.1999999999998,1441.0,-301.0,-185.4,-101.0,15.0,106.0,262.0000000000001,1056.0,4619,269,route_187,Akoranga Station To Constellation Station Via Takapuna,10140,312
858,-981.0,-71.0,39.0,153.0,310.0,525.0,1791.0,-763.0,-332.2,-191.5,4.5,190.75,449.09999999999985,1226.0,11456,354,route_188,Mayoral Dr To Long Bay Via North Shore Hospital,24006,384
85X,-1013.0,-638.5,-473.0,-161.0,164.75,429.0,1078.0,-871.0,-639.0,-483.5,-278.0,42.0,299.0,1078.0,1746,71,route_189,Mayoral Dr To Torbay Express,2940,84
863X,-889.0,-220.0,-5.0,115.0,265.0,494.0,1273.0,-725.0,-466.09999999999997,-340.5,-69.5,134.0,594.1,958.0,1141,62,route_190,Mairangi Bay To City Centre Express,2052,72
866X,-820.0,-252.60000000000002,-15.5,75.0,218.0,310.8,946.0,-810.0,-382.5,-245.5,-140.5,33.0,171.59999999999985,537.0,263,10,route_191,Torbay To City Centre Express Via Crown Hill,576,12
86X,-1439.0,-817.0,-420.0,-17.0,373.25,754.1999999999998,1476.0,-1183.0,-1051.2,-865.5,-646.0,-365.25,-159.8,304.0,1408,72,route_192,Mayoral Dr To Browns Bay Express,2142,78
873,-1164.0,-572.5,-239.75,-26.5,114.0,408.5,1794.0,-523.0,-314.20000000000005,-204.0,-125.0,86.5,509.8000000000003,1734.0,726,27,route_193,Constellation Station To Takapuna,1392,48
873X,-834.0,-218.9,-45.0,89.5,201.75,349.9000000000001,1726.0,-652.0,-402.0,-287.5,-62.0,179.5,720.0,1602.0,1462,51,route_194,Constellation Station To City Centre Express Via Sunnynook,2706,90
874X,-806.0,-418.4,-212.0,-46.0,73.5,198.20000000000005,519.0,-689.0,-590.0,-533.0,-215.0,-84.0,191.5999999999999,418.0,615,29,route_195,Constellation Station To City Centre Express,1050,42
875,-1151.0,-123.29999999999995,29.0,137.0,272.0,437.0,1622.0,-1023.0,-445.59999999999997,-267.25,-108.0,66.75,277.90000000000003,1089.0,10098,288,route_196,Mayoral Dr To Browns Bay,19494,390
877X,-912.0,-386.8999999999999,-129.5,59.5,180.25,329.79999999999995,744.0,-861.0,-425.7,-313.25,-198.0,-92.5,168.20000000000033,311.0,662,22,route_197,Mayoral Dr To Torbay Express Via Forrest Hill,1320,24
879,-1130.0,-126.0,23.0,136.0,299.0,495.3000000000011,1661.0,-944.0,-484.5,-318.75,-134.5,101.5,353.5,1331.0,12258,306,route_198,Long Bay To Mayoral Dr Via Forrest Hill,24118,370
87X,-1135.0,-370.0,-123.0,60.0,253.0,464.0,1785.0,-998.0,-702.2,-505.5,-244.0,-86.75,61.00000000000003,268.0,1569,70,route_199,Long Bay To City Centre Express Via Albany Station,2496,78
880,-1030.0,28.0,126.0,303.0,495.0,696.0,1794.0,-915.0,-353.2,-166.5,43.0,287.5,565.1999999999998,1535.0,13965,319,route_200,Albany Loop Anticlockwise,30374,490
881,-1729.0,-454.0,-243.0,-1.0,203.0,474.0,1795.0,-1729.0,-690.1999999999999,-395.0,-139.0,140.5,423.4,1421.0,7371,439,route_201,Albany Station To Newmarket,8634,492
882,-416.0,-272.0,-187.0,-59.0,86.0,215.0,1511.0,-375.0,-288.6,-217.0,-88.0,97.0,277.4000000000001,761.0,1361,153,route_202,Albany Station To Torbay,2016,168
886,-1763.0,-27.0,60.0,169.0,341.0,594.0,1772.0,-549.0,-323.8,-151.0,33.5,318.0,549.0000000000003,1668.0,9289,402,route_203,Long Bay To Constellation Station Via Browns Bay,20564,478
887,-932.0,-4.0,68.0,175.0,354.0,555.0,1795.0,-932.0,-291.0,-130.5,33.0,235.0,508.0,1328.0,10386,391,route_204,Long Bay To Constellation Station Via Albany,20124,468
891,-1420.0,-283.0,-58.0,71.0,206.5,398.40000000000055,1727.0,-1126.0,-425.29999999999995,-259.25,-65.0,122.75,436.3000000000003,1634.0,7807,340,route_205,Albany Station To Takapuna,12456,378
891X,-1754.0,-586.5999999999999,-243.25,41.0,386.25,892.4000000000005,1777.0,-1075.0,-889.5999999999999,-734.75,-196.5,594.0,757.7000000000003,1418.0,1180,28,route_206,Albany Village To Newmarket,1680,48
900X,-943.0,-461.0,-272.0,-7.0,127.0,284.0,1783.0,-679.0,-499.4,-392.5,-224.0,-146.0,36.8,419.0,921,47,route_207,Unsworth Heights To City Centre Express,1530,72
905,-1127.0,-253.39999999999998,-17.0,92.0,207.0,324.40000000000055,1799.0,-843.0,-496.7,-374.25,-198.0,-3.0,175.80000000000018,1782.0,8157,360,route_208,Glenfield To Takapuna Via Unsworth Heights,17784,468
911,-1021.0,-359.79999999999995,-143.0,38.0,133.0,255.0,1781.0,-1021.0,-613.5999999999999,-453.0,-295.0,-79.0,456.9999999999999,1563.0,6413,349,route_209,Glenfield To Takapuna Via Northcote,12880,460
913,-641.0,-83.0,17.0,97.0,234.0,439.0,1789.0,-641.0,-325.4,-191.0,-4.0,172.0,416.00000000000006,1625.0,4523,193,route_210,Takapuna To Windy Ridge Via North Shore Hospital,8790,258
915,-836.0,-144.0,20.0,101.0,223.0,384.3000000000002,1723.0,-832.0,-404.9,-270.0,-112.5,66.75,214.60000000000002,1257.0,5898,438,route_211,Takapuna To Bayview,10307,486
920,-739.0,-261.0,-26.0,73.0,199.0,364.80000000000007,1765.0,-646.0,-520.1999999999999,-254.0,-46.0,212.0,513.8,1722.0,1073,73,route_212,Sylvan Ave To Mayoral Dr,1950,78
921,-646.0,-147.0,22.0,190.0,430.0,656.0,1666.0,-646.0,-516.3,-405.75,-99.5,136.0,299.4000000000002,1182.0,821,58,route_213,Mayoral Dr To Hillcrest,1380,60
922,-1757.0,-273.0999999999999,-86.0,58.0,182.0,319.0,1684.0,-817.0,-443.1,-299.0,-149.5,44.0,400.20000000000005,1684.0,8360,350,route_214,Takapuna To Mayoral Dr Via Northcote,15268,500
945,-589.0,-291.69999999999993,-151.0,14.0,130.0,283.0,1745.0,-507.0,-296.4,-166.75,-21.0,154.0,363.2999999999999,1565.0,5724,354,route_215,Takapuna To Glenfield Via Marlborough,13860,462
945X,-1080.0,-358.0,-117.0,94.5,270.0,522.0,1680.0,-965.0,-616.5,-480.5,-323.5,-119.25,388.9999999999998,1679.0,1462,78,route_216,Mayoral Dr To Glenfield Express,2988,96
950,-422.0,-205.0,-134.0,-59.0,29.5,102.60000000000005,539.0,-422.0,-150.2,-65.25,107.0,293.0,411.70000000000005,539.0,239,18,route_217,Midtown To Glenfield Mall,480,24
951,-762.0,-65.0,13.0,140.0,284.0,566.0,862.0,-338.0,-197.8,-76.0,102.0,260.0,479.6000000000001,704.0,301,17,route_218,Wairau Rd To Auckland University,468,18
952,-1686.0,-1052.0,-757.75,-217.0,201.75,471.20000000000005,1059.0,-834.0,-592.0,-492.0,-435.0,-164.0,-38.89999999999998,179.0,418,18,route_219,Mayoral Dr To Glenfield Shops Via Coronation Rd,684,24
953,-718.0,-208.39999999999998,11.0,140.0,311.0,531.6000000000001,1464.0,-338.0,-192.59999999999997,55.0,245.0,365.5,517.6,1179.0,1399,55,route_220,Universities To Windy Ridge,2544,78
955,-1303.0,-589.0,-367.0,-116.0,45.0,188.0,1690.0,-1156.0,-664.4,-436.5,-231.0,-92.0,90.79999999999995,541.0,13958,787,route_221,Bayview To Midtown,27710,868
956,-779.0,-17.19999999999999,89.0,229.0,461.5,632.0,1520.0,-779.0,-502.40000000000003,-355.0,-57.0,403.25,559.7,1128.0,1519,60,route_222,Mayoral Dr To Greenhithe Express,2442,72
957,-1723.0,4.300000000000068,57.0,142.0,270.0,474.0,1725.0,-594.0,-201.2,-69.0,26.0,321.0,554.8000000000001,1217.0,9614,405,route_223,Birkenhead Wharf To Albany Station Via Highbury,18328,438
958,-994.0,-337.5999999999999,-5.0,104.0,221.0,343.0,1171.0,-994.0,-581.5,-410.5,-192.0,-15.25,184.0,898.0,5578,296,route_224,Constellation Station To Midtown,10440,342
960,-622.0,-400.0,-326.0,-216.0,-75.0,42.0,1185.0,-514.0,-460.9,-397.0,-278.0,-105.25,247.00000000000063,1185.0,361,54,route_225,Highbury To Northcote Point,948,72
962,-1239.0,-175.2,2.0,188.0,403.0,604.0,1600.0,-1239.0,-699.0,-490.0,-179.0,58.0,400.0,1075.0,1023,61,route_226,Albany Station To Newmarket Via Ponsonby,1350,66
966,-900.0,1.0,89.0,222.0,390.5,624.0,1744.0,-900.0,-484.0,-289.0,-98.0,242.0,506.0,1540.0,3031,141,route_227,Newmarket To Beach Haven Via Ponsonby,5904,174
970,-230.0,-52.199999999999996,-4.25,72.0,183.25,322.4000000000002,617.0,-230.0,-137.0,-128.5,-108.0,68.0,228.0,402.0,114,11,route_228,Midtown To Verrans Corner Via Onewa Rd,216,12
971,-642.0,-283.70000000000005,-87.0,83.5,191.25,309.9000000000001,823.0,-626.0,-420.1,-270.0,-140.0,53.5,190.39999999999998,720.0,1392,72,route_229,Chatswood To Auckland University,2340,90
972,-861.0,-297.0,-32.0,99.0,220.0,360.0,1127.0,-559.0,-391.0,-295.5,-78.0,178.0,341.0,598.0,3161,131,route_230,Auckland University To Beach Haven Wharf,5436,156
973,-1668.0,-176.0,-14.0,49.0,118.0,199.0,1647.0,-1290.0,-335.0,-234.5,-140.0,-4.0,153.00000000000017,1171.0,8252,567,route_231,Midtown To Verrans Corner Via Highbury Shops,17100,614
974,-1339.0,-226.29999999999995,-40.25,44.0,110.0,191.0,1734.0,-1339.0,-389.0,-250.75,-149.0,-6.5,217.80000000000007,1401.0,7888,558,route_232,Midtown To Beach Haven Via Highbury Bypass,17068,592
975,-1516.0,6.0,48.0,115.0,218.0,357.0,1665.0,-1516.0,-318.0,-192.0,-42.0,158.0,374.00000000000034,1274.0,4818,239,route_233,Beach Haven To Takapuna Via North Shore Hospital,9924,264
976,-1050.0,-13.0,46.0,124.0,237.0,380.8000000000002,1665.0,-1050.0,-318.2,-225.0,-115.0,102.5,299.8,1366.0,4903,247,route_234,Beach Haven To Takapuna Via Hospital,10734,278
981,-1691.0,-24.0,33.0,93.0,161.0,240.0,1741.0,-463.0,-157.89999999999998,-61.75,35.0,133.75,229.79999999999995,1741.0,6613,642,route_235,HC Station To Waiwera,12524,710
982,-1755.0,-62.0,29.0,112.0,218.0,325.0,1742.0,-1755.0,-209.40000000000003,-110.0,7.0,131.5,260.20000000000005,888.0,10969,679,route_236,Gulf Harbour To HC Station,28426,710
983,-655.0,-165.0,-34.0,65.0,183.0,299.0,1044.0,-655.0,-293.20000000000005,-165.0,-35.0,125.0,311.4000000000003,887.0,8224,325,route_237,"HC Station to Gulf Harbour via Silverdale, Red Beach, Vipond",19116,354
984,-702.0,-132.6,-4.0,99.0,204.0,325.0,1201.0,-455.0,-95.6,2.0,118.0,220.0,378.20000000000005,983.0,2535,169,route_238,"Orewa to HC Station, via Maygrove, Red Beach and Silverdale",4410,180
985,-486.0,-63.5,5.0,54.0,121.0,195.0,1735.0,-486.0,-207.39999999999998,-114.75,14.0,148.75,266.69999999999993,1054.0,2936,240,route_239,Orewa to HC Station via Millwater and Silverdale,4760,272
986,-537.0,-116.0,-17.0,73.5,183.0,297.29999999999995,1011.0,-440.0,-76.6,-14.0,75.0,168.5,328.4,748.0,1478,83,route_240,"Albany Station to HC Station via Albany Centre, Massey Uni",3360,120
987,-263.0,-157.0,-27.75,19.0,60.0,147.10000000000016,990.0,-263.0,-216.9,-205.5,-142.0,716.0,833.7,990.0,90,22,route_241,Arkles Bay to The Plaza,216,36
988,-696.0,-383.79999999999995,-153.0,48.0,111.0,179.60000000000002,500.0,-696.0,-616.5999999999999,-557.0,-493.0,-418.0,-230.4000000000001,271.0,995,73,route_242,Gulf Harbour Ferry to The Plaza via Shakespear Regional Park,2730,84
991X,-765.0,-370.59999999999997,-179.0,37.0,164.0,316.0000000000002,797.0,-765.0,-574.6,-383.25,-241.5,-104.0,145.60000000000025,474.0,839,44,route_243,Waiwera to City Centre (Wellesley St) via HC Station,1344,48
992X,-1754.0,-800.8,-472.0,-137.0,38.0,162.0,1296.0,-1617.0,-919.0,-649.5,-399.5,-125.0,303.0,705.0,2543,66,route_244,City Centre (Wellesley St) to Gulf Harbour via HC Station,5358,90
CTY,-1793.0,-299.0,-143.0,2.0,78.0,173.0,1742.0,-1793.0,-549.5,-406.75,-240.0,-33.75,161.0,1298.0,18483,486,route_247,City Link To Wynyard Quarter Via Greys Ave,25880,1294
INN,-1747.0,-152.5,-12.0,123.0,332.0,659.0,1799.0,-1406.0,-350.0,-173.0,0.0,252.5,598.0,1795.0,37566,1471,route_253,Inner Link Clockwise,60620,1740
NEX,-1357.0,-384.0,-198.0,-33.0,81.0,211.0,1750.0,-1357.0,-641.0,-438.0,-208.0,3.5,184.0,1750.0,19709,2476,route_265,Albany Station To Britomart,23486,2662
OUT,-1792.0,-130.0,6.0,136.0,333.0,627.0,1798.0,-1699.0,-331.0,-178.75,-6.0,204.25,510.5,1693.0,52909,1336,route_267,Outer Link Newmarket To CBD Anticlockwise,97414,1444
SKY,-1268.0,-216.0,-44.0,91.0,286.0,547.0,1792.0,-1242.0,-547.4,-308.0,-8.5,296.0,573.0,1787.0,12916,1704,route_272,International Airport To Downtown Via Dominion Rd,22520,2220
